Chromosome,Start,End,Width,Value,FWER,Nearest Symbol,Nearest Ensembl ID,Distance to Closest Gene,CpG Island?,Annotation,Cluster
chr5,172313876,172315242,1367,-0.017486578,0,ERGIC1,ENSG00000113719.15_2,0,non-Island,Intron,3:G0N-
chr13,113724113,113725494,1382,-0.014388027,0,MCF2L,ENSG00000126217.20_2,0,non-Island,CDS,3:G0N-
chr1,2038263,2039040,778,-0.016013747,0,PRKCZ,ENSG00000067606.16_2,0,CpG-Island,Intron,3:G0N-
chr7,2058720,2059534,815,-0.01547782,0,MAD1L1,ENSG00000002822.15_2,0,non-Island,Intron,3:G0N-
chr9,132974208,132976100,1893,-0.015081649,0,NCS1,ENSG00000107130.9_1,0,non-Island,Intron,3:G0N-
chr12,132263461,132264488,1028,-0.019671074,0,SFSWAP,ENSG00000061936.9_2,0,CpG-Island,Intron,3:G0N-
chr17,1493192,1494464,1273,-0.015082887,0,SLC43A2,ENSG00000167703.14_1,0,non-Island,CDS,3:G0N-
chr22,47069995,47070910,916,-0.015682685,0,GRAMD4,ENSG00000075240.16_2,0,non-Island,CDS,3:G0N-
chr20,10153665,10154909,1245,-0.024498726,0,SNAP25-AS1,ENSG00000227906.7_2,0,non-Island,Intron,3:G0N-
chr20,10153665,10154909,1245,-0.024498726,0,,ENSG00000230506.1_2,0,non-Island,Intron,3:G0N-
chrX,53113459,53115461,2003,-0.023690235,0,TSPYL2,ENSG00000184205.14_1,0,non-Island,CDS,3:G0N-
chr10,118607680,118608272,593,-0.020390391,0,HSPA12A,ENSG00000165868.13_2,0,non-Island,Intron,3:G0N-
chr10,118607680,118608272,593,-0.020390391,0,,ENSG00000225302.2_2,0,non-Island,Intron,3:G0N-
chr1,36643956,36644863,908,-0.012798528,0.004,MAP7D1,ENSG00000116871.15_2,0,CpG-Island,CDS,3:G0N-
chr1,9867985,9870931,2947,-0.0140703,0.004,CLSTN1,ENSG00000171603.16_1,0,non-Island,Intron,3:G0N-
chr11,62677348,62678839,1492,-0.013855224,0.004,CHRM1,ENSG00000168539.3_2,0,non-Island,CDS,3:G0N-
chr11,62677348,62678839,1492,-0.013855224,0.004,,ENSG00000257002.1_1,0,non-Island,CDS,3:G0N-
chr19,2733887,2734737,851,-0.014018557,0.004,,ENSG00000267001.1_2,0,non-Island,3'UTR,3:G0N-
chr19,2733887,2734737,851,-0.014018557,0.004,SLC39A3,ENSG00000141873.10_2,0,non-Island,3'UTR,3:G0N-
chr8,54688447,54689008,562,-0.014626385,0.004,ATP6V1H,ENSG00000047249.16_2,0,non-Island,Intron,3:G0N-
chr1,1951612,1952895,1284,-0.017656842,0.004,GABRD,ENSG00000187730.7_1,0,non-Island,Intron,3:G0N-
chr7,1755551,1757024,1474,-0.017504759,0.004,ELFN1,ENSG00000225968.7_1,0,non-Island,Intron,3:G0N-
chr10,134212142,134213420,1279,-0.014349255,0.004,PWWP2B,ENSG00000171813.13_1,0,non-Island,Intron,3:G0N-
chr11,971151,972187,1037,-0.016636947,0.004,AP2A2,ENSG00000183020.13_2,0,non-Island,CDS,3:G0N-
chr16,1499898,1500554,657,-0.01604067,0.004,CLCN7,ENSG00000103249.17_2,0,CpG-Island,CDS,3:G0N-
chr17,17696745,17697545,801,-0.017591348,0.004,RAI1,ENSG00000108557.17_2,0,non-Island,CDS,3:G0N-
chr19,47111613,47112633,1021,-0.014592637,0.004,CALM3,ENSG00000160014.16_1,0,non-Island,CDS,3:G0N-
chr19,47111613,47112633,1021,-0.014592637,0.004,,ENSG00000269292.1_1,0,non-Island,CDS,3:G0N-
chr19,18959738,18961015,1278,-0.01563812,0.004,UPF1,ENSG00000005007.12_1,0,non-Island,CDS,3:G0N-
chr7,154087804,154088670,867,-0.016416206,0.004,DPP6,ENSG00000130226.16_2,0,non-Island,Intron,3:G0N-
chr11,794559,795247,689,-0.016165708,0.004,SLC25A22,ENSG00000177542.10_2,0,non-Island,CDS,3:G0N-
chr7,151556052,151557036,985,-0.015307771,0.004,PRKAG2,ENSG00000106617.13_2,0,non-Island,Intron,3:G0N-
chr19,14080544,14081340,797,-0.015713563,0.004,RFX1,ENSG00000132005.8_1,0,non-Island,CDS,3:G0N-
chr8,143472629,143473406,778,-0.015689261,0.004,TSNARE1,ENSG00000171045.14_2,0,non-Island,Intron,3:G0N-
chr1,6217384,6218725,1342,-0.015579263,0.004,CHD5,ENSG00000116254.17_1,0,non-Island,Intron,3:G0N-
chr18,44333261,44335273,2013,-0.016318843,0.004,ST8SIA5,ENSG00000101638.13_2,0,non-Island,Intron,3:G0N-
chr19,18311699,18313298,1600,-0.016061762,0.004,RAB3A,ENSG00000105649.9_1,0,non-Island,Intron,3:G0N-
chr7,6469750,6471275,1526,-0.015979745,0.004,DAGLB,ENSG00000164535.14_2,0,non-Island,CDS,3:G0N-
chr12,125396002,125397875,1874,-0.015617282,0.004,UBC,ENSG00000150991.14_2,0,non-Island,CDS,3:G0N-
chr7,675325,676291,967,-0.016606687,0.004,PRKAR1B,ENSG00000188191.14_2,0,CpG-Island,Intron,3:G0N-
chrX,70823607,70824102,496,-0.015559376,0.004,ACRC,ENSG00000147174.11_1,0,CpG-Island,CDS,3:G0N-
chr20,3151257,3152555,1299,-0.016048498,0.004,,ENSG00000088899.14_1,0,non-Island,Intron,3:G0N-
chr11,17758682,17759573,892,-0.015643426,0.004,KCNC1,ENSG00000129159.6_1,0,non-Island,Intron,3:G0N-
chr8,143857207,143858075,869,-0.015720611,0.004,LYNX1,ENSG00000180155.18_1,0,non-Island,CDS,3:G0N-
chr2,44585866,44587630,1765,-0.01565018,0.004,PREPL,ENSG00000138078.15_2,0,non-Island,CDS,3:G0N-
chr10,133975472,133976043,572,-0.016419199,0.004,JAKMIP3,ENSG00000188385.11_1,0,non-Island,Intron,3:G0N-
chr20,34309687,34310626,940,-0.015717227,0.004,RBM39,ENSG00000131051.21_2,0,non-Island,CDS,3:G0N-
chr12,118843652,118844334,683,-0.015715355,0.004,SUDS3,ENSG00000111707.11_1,0,non-Island,Intron,3:G0N-
chr17,17381370,17381714,345,-0.017331749,0.004,MED9,ENSG00000141026.5_1,0,non-Island,Intron,3:G0N-
chr2,114360025,114360165,141,-0.016947338,0.004,DDX11L2,ENSG00000236397.3_1,1186,non-Island,Promoter,3:G0N-
chr5,96039620,96039870,251,-0.018727424,0.004,CAST,ENSG00000153113.23_2,0,non-Island,Intron,3:G0N-
chr5,45692110,45692749,640,-0.019367116,0.004,HCN1,ENSG00000164588.6_2,0,non-Island,Intron,3:G0N-
chr17,79044367,79046558,2192,-0.011815184,0.008,BAIAP2,ENSG00000175866.15_2,0,CpG-Island,Intron,3:G0N-
chr1,32208384,32211013,2630,-0.012183106,0.008,BAI2,ENSG00000121753.12_2,0,CpG-Island,CDS,3:G0N-
chr17,78865310,78867110,1801,-0.011945005,0.008,RPTOR,ENSG00000141564.13_1,0,non-Island,CDS,3:G0N-
chr19,14273231,14274110,880,-0.013205435,0.008,,ENSG00000267169.1_2,0,CpG-Island,CDS,3:G0N-
chr19,14273231,14274110,880,-0.013205435,0.008,LPHN1,ENSG00000072071.16_1,0,CpG-Island,CDS,3:G0N-
chr9,132943571,132945335,1765,-0.013416616,0.008,NCS1,ENSG00000107130.9_1,0,non-Island,Intron,3:G0N-
chr8,143853318,143855894,2577,-0.013180604,0.008,LYNX1,ENSG00000180155.18_1,0,non-Island,3'UTR,3:G0N-
chr11,61302104,61303955,1852,-0.012670161,0.008,SYT7,ENSG00000011347.9_2,0,non-Island,Intron,3:G0N-
chr3,10485435,10490100,4666,-0.01256389,0.008,ATP2B2,ENSG00000157087.16_2,0,non-Island,Intron,3:G0N-
chr8,145006471,145007581,1111,-0.012279285,0.008,PLEC,ENSG00000178209.14_2,0,non-Island,CDS,3:G0N-
chr8,143622792,143623953,1162,-0.013331462,0.008,BAI1,ENSG00000181790.10_2,0,CpG-Island,CDS,3:G0N-
chr11,379296,379849,554,-0.013245127,0.008,B4GALNT4,ENSG00000182272.11_2,0,CpG-Island,CDS,3:G0N-
chr10,134996385,134997254,870,-0.013159749,0.008,KNDC1,ENSG00000171798.17_1,0,CpG-Island,CDS,3:G0N-
chr8,22081328,22084520,3193,-0.012736734,0.008,PHYHIP,ENSG00000168490.13_1,0,non-Island,CDS,3:G0N-
chr16,2535647,2537073,1427,-0.013219551,0.008,TBC1D24,ENSG00000162065.12_2,0,non-Island,Intron,3:G0N-
chr2,73492300,73494007,1708,-0.01291117,0.008,FBXO41,ENSG00000163013.11_1,0,non-Island,CDS,3:G0N-
chr20,62329480,62330651,1172,-0.013224959,0.008,RTEL1-TNFRSF6B,ENSG00000026036.21_2,0,non-Island,CDS,3:G0N-
chr20,62329480,62330651,1172,-0.013224959,0.008,TNFRSF6B,ENSG00000243509.4_2,0,non-Island,CDS,3:G0N-
chr20,62329480,62330651,1172,-0.013224959,0.008,ARFRP1,ENSG00000101246.19_1,0,non-Island,CDS,3:G0N-
chr22,50356547,50357265,719,-0.013474899,0.008,PIM3,ENSG00000198355.4_1,0,CpG-Island,CDS,3:G0N-
chr1,208008791,208011639,2849,-0.014828345,0.008,C1orf132,ENSG00000203709.10_2,0,non-Island,Intron,3:G0N-
chr12,7024693,7026848,2156,-0.014862372,0.008,ENO2,ENSG00000111674.8_2,0,non-Island,CDS,3:G0N-
chr9,138584513,138585524,1012,-0.014962882,0.008,SOHLH1,ENSG00000165643.10_1,0,non-Island,CDS,3:G0N-
chr17,77207033,77207786,754,-0.014903405,0.008,RBFOX3,ENSG00000167281.18_2,0,non-Island,Intron,3:G0N-
chr1,227950935,227952266,1332,-0.014953268,0.008,SNAP47,ENSG00000143740.14_1,0,non-Island,Intron,3:G0N-
chr3,12943389,12944826,1438,-0.015185888,0.008,IQSEC1,ENSG00000144711.13_2,0,non-Island,CDS,3:G0N-
chr9,138610120,138611038,919,-0.015140194,0.008,KCNT1,ENSG00000107147.12_2,0,non-Island,Intron,3:G0N-
chr1,2107511,2108207,697,-0.014883408,0.008,PRKCZ,ENSG00000067606.16_2,0,non-Island,Intron,3:G0N-
chr9,134131252,134132437,1186,-0.015401101,0.008,FAM78A,ENSG00000126882.12_1,1025,non-Island,Intergenic,3:G0N-
chr10,81918458,81919537,1080,-0.015469163,0.008,ANXA11,ENSG00000122359.17_2,0,non-Island,CDS,3:G0N-
chr19,1211528,1211945,418,-0.01536638,0.008,STK11,ENSG00000118046.14_2,0,non-Island,Intron,3:G0N-
chr15,89632910,89633120,211,-0.015301269,0.008,ABHD2,ENSG00000140526.17_2,0,non-Island,Intron,3:G0N-
chr5,141248117,141254402,6286,-0.011445574,0.012,PCDH1,ENSG00000156453.13_2,0,non-Island,CDS,3:G0N-
chr19,3982289,3983983,1695,-0.012134492,0.012,EEF2,ENSG00000167658.15_1,0,CpG-Island,CDS,3:G0N-
chr19,3982289,3983983,1695,-0.012134492,0.012,SNORD37,ENSG00000206775.1,0,CpG-Island,CDS,3:G0N-
chr2,220114289,220117392,3104,-0.012724774,0.012,STK16,ENSG00000115661.13_1,0,non-Island,CDS,3:G0N-
chr2,220114289,220117392,3104,-0.012724774,0.012,TUBA4A,ENSG00000127824.13_2,0,non-Island,CDS,3:G0N-
chr4,3414023,3415708,1686,-0.012664678,0.012,RGS12,ENSG00000159788.18_2,0,CpG-Island,Intron,3:G0N-
chr3,10542332,10545410,3079,-0.012441681,0.012,ATP2B2,ENSG00000157087.16_2,0,non-Island,Intron,3:G0N-
chr5,175136344,175139436,3093,-0.012430228,0.012,HRH2,ENSG00000113749.7_2,0,non-Island,3'UTR,3:G0N-
chr5,149601201,149603750,2550,-0.01247639,0.012,SLC6A7,ENSG00000011083.8_1,0,non-Island,CDS,3:G0N-
chr5,149601201,149603750,2550,-0.01247639,0.012,CAMK2A,ENSG00000070808.15_2,0,non-Island,CDS,3:G0N-
chr16,58536147,58540392,4246,-0.012251964,0.012,NDRG4,ENSG00000103034.14_2,0,non-Island,CDS,3:G0N-
chr7,1062497,1063941,1445,-0.012292346,0.012,C7orf50,ENSG00000146540.14_2,0,CpG-Island,Intron,3:G0N-
chr7,1062497,1063941,1445,-0.012292346,0.012,MIR339,ENSG00000199023.1,0,CpG-Island,Intron,3:G0N-
chr10,12429726,12431281,1556,-0.013631661,0.012,CAMK1D,ENSG00000183049.12_1,0,non-Island,Intron,3:G0N-
chr19,50189305,50190208,904,-0.013652272,0.012,PRMT1,ENSG00000126457.21_2,0,non-Island,CDS,3:G0N-
chr4,869496,870426,931,-0.013763574,0.012,GAK,ENSG00000178950.16_1,0,non-Island,CDS,3:G0N-
chr16,68015799,68016375,577,-0.013716841,0.012,DPEP3,ENSG00000141096.4_1,1066,non-Island,Promoter,3:G0N-
chr19,14083166,14084203,1038,-0.013863231,0.012,RFX1,ENSG00000132005.8_1,0,non-Island,CDS,3:G0N-
chr16,2168237,2169932,1696,-0.014504923,0.012,PKD1,ENSG00000008710.18_2,0,non-Island,CDS,3:G0N-
chr16,2168237,2169932,1696,-0.014504923,0.012,,ENSG00000260447.1_1,0,non-Island,CDS,3:G0N-
chr2,1991629,1994196,2568,-0.014389817,0.012,MYT1L,ENSG00000186487.17_2,0,non-Island,Intron,3:G0N-
chr1,204966143,204966703,561,-0.014814729,0.012,NFASC,ENSG00000163531.15_2,0,non-Island,CDS,3:G0N-
chr7,1043656,1044369,714,-0.014526102,0.012,C7orf50,ENSG00000146540.14_2,0,non-Island,Intron,3:G0N-
chr20,61488245,61488996,752,-0.014737854,0.012,TCFL5,ENSG00000101190.12_1,0,non-Island,CDS,3:G0N-
chr1,156451529,156452869,1341,-0.014545681,0.012,MEF2D,ENSG00000116604.17_2,0,non-Island,CDS,3:G0N-
chr6,44240576,44241758,1183,-0.015018538,0.012,TMEM151B,ENSG00000178233.17_2,0,non-Island,CDS,3:G0N-
chr6,44240576,44241758,1183,-0.015018538,0.012,,ENSG00000272442.2_2,0,non-Island,CDS,3:G0N-
chr11,61214747,61216794,2048,-0.015194912,0.012,,ENSG00000256591.5_2,0,non-Island,3'UTR,3:G0N-
chr11,61214747,61216794,2048,-0.015194912,0.012,SDHAF2,ENSG00000167985.6_2,0,non-Island,3'UTR,3:G0N-
chr2,236923054,236923759,706,-0.015064882,0.012,AGAP1,ENSG00000157985.18_2,0,non-Island,CDS,3:G0N-
chr17,74162124,74163789,1666,-0.015056834,0.012,RNF157,ENSG00000141576.14_2,0,non-Island,CDS,3:G0N-
chr16,31019327,31020963,1637,-0.014844206,0.012,STX1B,ENSG00000099365.9_1,0,non-Island,Intron,3:G0N-
chr19,18272628,18273042,415,-0.015250656,0.012,PIK3R2,ENSG00000105647.15_2,0,non-Island,CDS,3:G0N-
chr19,18272628,18273042,415,-0.015250656,0.012,,ENSG00000268173.2_2,0,non-Island,CDS,3:G0N-
chr7,151726902,151728306,1405,-0.014907478,0.012,GALNT11,ENSG00000178234.12_2,0,non-Island,Intron,3:G0N-
chr3,197478765,197479855,1091,-0.015088778,0.012,FYTTD1,ENSG00000122068.12_1,0,non-Island,Intron,3:G0N-
chr18,3877506,3878874,1369,-0.014820626,0.012,DLGAP1,ENSG00000170579.15_2,0,non-Island,Intron,3:G0N-
chr18,3877506,3878874,1369,-0.014820626,0.012,DLGAP1-AS3,ENSG00000263724.1_1,0,non-Island,Intron,3:G0N-
chr20,10202986,10205592,2607,-0.015065915,0.012,SNAP25-AS1,ENSG00000227906.7_2,0,non-Island,Intron,3:G0N-
chr20,10202986,10205592,2607,-0.015065915,0.012,SNAP25,ENSG00000132639.12_2,0,non-Island,Intron,3:G0N-
chr20,4665520,4666601,1082,-0.014847145,0.012,PRNP,ENSG00000171867.16_2,280,non-Island,Promoter,3:G0N-
chr16,69602044,69602083,40,-0.014954849,0.012,NFAT5,ENSG00000102908.20_2,0,non-Island,Intron,3:G0N-
chr2,220308444,220312400,3957,-0.012166037,0.016,SPEG,ENSG00000072195.10,0,CpG-Island,CDS,3:G0N-
chr17,80195933,80197241,1309,-0.012733066,0.016,SLC16A3,ENSG00000141526.15_2,0,non-Island,CDS,3:G0N-
chr17,80195933,80197241,1309,-0.012733066,0.016,CSNK1D,ENSG00000141551.14_1,0,non-Island,CDS,3:G0N-
chr17,19317006,19319184,2179,-0.012816681,0.016,RNF112,ENSG00000128482.15_1,0,non-Island,CDS,3:G0N-
chr14,105631888,105633447,1560,-0.013013826,0.016,JAG2,ENSG00000184916.8_2,0,non-Island,Intron,3:G0N-
chr14,105631888,105633447,1560,-0.013013826,0.016,,ENSG00000257622.1_2,0,non-Island,Intron,3:G0N-
chr17,20918983,20921075,2093,-0.012257727,0.016,USP22,ENSG00000124422.11_1,0,non-Island,CDS,3:G0N-
chr12,121090384,121093564,3181,-0.012359456,0.016,CABP1,ENSG00000157782.9_1,0,non-Island,5'UTR,3:G0N-
chr19,8464628,8465190,563,-0.013640318,0.016,RAB11B,ENSG00000185236.11_1,0,CpG-Island,CDS,3:G0N-
chr2,240039881,240040446,566,-0.013891996,0.016,HDAC4,ENSG00000068024.16_2,0,non-Island,Intron,3:G0N-
chr16,89352188,89352986,799,-0.014180359,0.016,ANKRD11,ENSG00000167522.14_2,0,CpG-Island,CDS,3:G0N-
chr12,60663385,60663643,259,-0.014362801,0.016,,ENSG00000258184.1_1,53219,non-Island,Intergenic,3:G0N-
chr19,46523036,46524517,1482,-0.014188166,0.016,CCDC61,ENSG00000104983.8_1,0,non-Island,Intron,3:G0N-
chr19,46523036,46524517,1482,-0.014188166,0.016,PGLYRP1,ENSG00000008438.4_1,0,non-Island,Intron,3:G0N-
chr22,29871682,29873461,1780,-0.014320207,0.016,RFPL1S,ENSG00000225465.8_1,0,non-Island,Intron,3:G0N-
chr22,38822607,38823134,528,-0.014358173,0.016,,ENSG00000228620.1_1,0,CpG-Island,CDS,3:G0N-
chr22,38822607,38823134,528,-0.014358173,0.016,KCNJ4,ENSG00000168135.4_2,0,CpG-Island,CDS,3:G0N-
chr9,140815338,140816026,689,-0.01424334,0.016,CACNA1B,ENSG00000148408.12_2,0,CpG-Island,Intron,3:G0N-
chr20,1884198,1885659,1462,-0.014740891,0.016,SIRPA,ENSG00000198053.11_1,0,non-Island,Intron,3:G0N-
chr18,44259667,44260149,483,-0.014637459,0.016,ST8SIA5,ENSG00000101638.13_2,0,CpG-Island,CDS,3:G0N-
chr9,140681608,140682296,689,-0.014569285,0.016,EHMT1,ENSG00000181090.18_2,0,non-Island,Intron,3:G0N-
chr9,140681608,140682296,689,-0.014569285,0.016,,ENSG00000255585.3_1,0,non-Island,Intron,3:G0N-
chr11,46383349,46384411,1063,-0.014729558,0.016,DGKZ,ENSG00000149091.15_2,0,non-Island,Intron,3:G0N-
chr7,142562761,142563789,1029,-0.014736206,0.016,EPHB6,ENSG00000106123.11_1,0,non-Island,CDS,3:G0N-
chr7,64535346,64535537,192,-0.014613434,0.016,,ENSG00000227113.2_1,0,CpG-Island,Intron,3:G0N-
chrX,47437161,47439097,1937,-0.014538655,0.016,SYN1,ENSG00000008056.12_2,0,non-Island,Intron,3:G0N-
chr9,75458437,75458884,448,-0.014698764,0.016,TMC1,ENSG00000165091.15_1,7169,non-Island,Intergenic,3:G0N-
chr19,46504733,46504872,140,-0.01454754,0.016,CCDC61,ENSG00000104983.8_1,0,non-Island,Intron,3:G0N-
chr11,46389743,46392622,2880,-0.011267715,0.02,DGKZ,ENSG00000149091.15_2,0,non-Island,CDS,3:G0N-
chr19,5140859,5141765,907,-0.013289758,0.02,KDM4B,ENSG00000127663.14_2,0,CpG-Island,3'UTR,3:G0N-
chr5,10565730,10568807,3078,-0.013089164,0.02,ANKRD33B,ENSG00000164236.11_1,0,non-Island,Intron,3:G0N-
chr11,61318627,61320414,1788,-0.01294369,0.02,SYT7,ENSG00000011347.9_2,0,non-Island,CDS,3:G0N-
chr5,141232843,141234526,1684,-0.012864251,0.02,PCDH1,ENSG00000156453.13_2,0,CpG-Island,CDS,3:G0N-
chr18,66359619,66361339,1721,-0.013921762,0.02,TMX3,ENSG00000166479.9_1,0,non-Island,Intron,3:G0N-
chr7,672403,673051,649,-0.013862527,0.02,PRKAR1B,ENSG00000188191.14_2,0,non-Island,Intron,3:G0N-
chr10,30316068,30316749,682,-0.013881792,0.02,KIAA1462,ENSG00000165757.8_1,0,non-Island,CDS,3:G0N-
chr10,1155874,1156541,668,-0.013765598,0.02,WDR37,ENSG00000047056.14_1,0,non-Island,Intron,3:G0N-
chr11,133815033,133815794,762,-0.014387673,0.02,IGSF9B,ENSG00000080854.14_2,0,non-Island,Intron,3:G0N-
chr7,1606750,1607451,702,-0.014390681,0.02,PSMG3,ENSG00000157778.8_1,0,non-Island,CDS,3:G0N-
chr12,113598033,113599213,1181,-0.014272071,0.02,DDX54,ENSG00000123064.12_2,0,non-Island,CDS,3:G0N-
chr14,104206916,104208164,1249,-0.01417176,0.02,PPP1R13B,ENSG00000088808.16_1,0,non-Island,CDS,3:G0N-
chr1,9789150,9789996,847,-0.014130724,0.02,PIK3CD,ENSG00000171608.15_1,0,non-Island,3'UTR,3:G0N-
chr1,9789150,9789996,847,-0.014130724,0.02,CLSTN1,ENSG00000171603.16_1,0,non-Island,3'UTR,3:G0N-
chr4,181950792,181952720,1929,-0.014335103,0.02,LINC00290,ENSG00000248197.1_1,32521,non-Island,Intergenic,3:G0N-
chr10,99433255,99434546,1292,-0.014328238,0.02,,ENSG00000249967.1_2,0,non-Island,CDS,3:G0N-
chr10,99433255,99434546,1292,-0.014328238,0.02,PI4K2A,ENSG00000155252.13_2,0,non-Island,CDS,3:G0N-
chr7,738460,739422,963,-0.014322088,0.02,PRKAR1B,ENSG00000188191.14_2,0,non-Island,Intron,3:G0N-
chr16,89734782,89735441,660,-0.014075381,0.02,SPATA33,ENSG00000167523.13_1,0,CpG-Island,Intron,3:G0N-
chr20,62705695,62706227,533,-0.014286293,0.02,RGS19,ENSG00000171700.13_1,0,CpG-Island,CDS,3:G0N-
chr7,98977210,98978598,1389,-0.014264043,0.02,ARPC1A,ENSG00000241685.8_2,0,non-Island,Intron,3:G0N-
chr7,98977210,98978598,1389,-0.014264043,0.02,ARPC1B,ENSG00000130429.12_2,0,non-Island,Intron,3:G0N-
chr6,52860401,52860850,450,-0.014141863,0.02,NA,ENSG00000283293.1_1,0,non-Island,Promoter,3:G0N-
chr6,52860401,52860850,450,-0.014141863,0.02,RN7SK,ENSG00000202198.1,0,non-Island,Promoter,3:G0N-
chr9,136912132,136912736,605,-0.014115217,0.02,BRD3,ENSG00000169925.16_2,0,non-Island,Intron,3:G0N-
chr8,1138508,1138928,421,-0.01424616,0.02,DLGAP2,ENSG00000198010.12_2,0,CpG-Island,Intron,3:G0N-
chr5,1326249,1327216,968,-0.014167356,0.02,CLPTM1L,ENSG00000049656.13_1,0,non-Island,Intron,3:G0N-
chr3,13112298,13113522,1225,-0.014147363,0.02,IQSEC1,ENSG00000144711.13_2,0,non-Island,Intron,3:G0N-
chr9,137298299,137298754,456,-0.014298484,0.02,RXRA,ENSG00000186350.9_1,0,non-Island,Intron,3:G0N-
chr3,52514957,52515555,599,-0.014144913,0.02,NISCH,ENSG00000010322.15_1,0,non-Island,3'UTR,3:G0N-
chr19,47550446,47550966,521,-0.014322552,0.02,TMEM160,ENSG00000130748.6_1,0,non-Island,Intron,3:G0N-
chr7,149126465,149127816,1352,-0.014276999,0.02,ZNF777,ENSG00000196453.7_1,637,non-Island,Intergenic,3:G0N-
chr14,102312189,102312846,658,-0.014415506,0.02,PPP2R5C,ENSG00000078304.19_2,0,non-Island,Intron,3:G0N-
chr11,116722459,116723194,736,-0.014306066,0.02,APOA1-AS,ENSG00000235910.1_1,0,non-Island,Intron,3:G0N-
chr11,116722459,116723194,736,-0.014306066,0.02,SIK3,ENSG00000160584.15_2,0,non-Island,Intron,3:G0N-
chr11,123397509,123399395,1887,-0.014358998,0.02,GRAMD1B,ENSG00000023171.15_2,0,non-Island,Intron,3:G0N-
chr14,94543956,94545678,1723,-0.014299118,0.02,DDX24,ENSG00000089737.15_1,0,non-Island,CDS,3:G0N-
chrX,153668273,153669322,1050,-0.014406547,0.02,GDI1,ENSG00000203879.11_1,0,non-Island,CDS,3:G0N-
chrX,148575164,148576075,912,-0.014512235,0.02,IDS,ENSG00000010404.17_2,0,non-Island,Intron,3:G0N-
chrX,148575164,148576075,912,-0.014512235,0.02,,ENSG00000241489.7_2,0,non-Island,Intron,3:G0N-
chr11,60672459,60672841,383,-0.014089883,0.02,PRPF19,ENSG00000110107.8_2,0,non-Island,5'UTR,3:G0N-
chr2,73338081,73338768,688,-0.014382854,0.02,RAB11FIP5,ENSG00000135631.16_2,0,non-Island,Intron,3:G0N-
chrX,148579538,148579939,402,-0.0141807,0.02,IDS,ENSG00000010404.17_2,0,non-Island,CDS,3:G0N-
chrX,148579538,148579939,402,-0.0141807,0.02,,ENSG00000241489.7_2,0,non-Island,CDS,3:G0N-
chr11,46393519,46396251,2733,-0.011532314,0.024,DGKZ,ENSG00000149091.15_2,0,non-Island,CDS,3:G0N-
chr8,22262310,22265034,2725,-0.01207114,0.024,SLC39A14,ENSG00000104635.13_2,0,non-Island,CDS,3:G0N-
chr16,3784519,3785756,1238,-0.012035628,0.024,CREBBP,ENSG00000005339.14_2,0,non-Island,Intron,3:G0N-
chr13,110435978,110436504,527,-0.01207189,0.024,IRS2,ENSG00000185950.8_1,0,CpG-Island,CDS,3:G0N-
chr22,48026847,48027921,1075,-0.012011943,0.024,LINC00898,ENSG00000205634.6_1,0,CpG-Island,Intron,3:G0N-
chr22,48026847,48027921,1075,-0.012011943,0.024,,ENSG00000224271.5_1,0,CpG-Island,Intron,3:G0N-
chr7,4823507,4824316,810,-0.012654406,0.024,AP5Z1,ENSG00000242802.6_1,0,CpG-Island,CDS,3:G0N-
chr20,1880511,1882663,2153,-0.012483283,0.024,SIRPA,ENSG00000198053.11_1,0,non-Island,Intron,3:G0N-
chr20,62093722,62094969,1248,-0.013650355,0.024,KCNQ2,ENSG00000075043.18_2,0,non-Island,Intron,3:G0N-
chr1,6165042,6166199,1158,-0.013671318,0.024,CHD5,ENSG00000116254.17_1,0,non-Island,CDS,3:G0N-
chr19,15513560,15514521,962,-0.013815333,0.024,AKAP8L,ENSG00000011243.17_2,0,non-Island,CDS,3:G0N-
chr10,3146593,3147341,749,-0.013986688,0.024,PFKP,ENSG00000067057.16_2,0,non-Island,CDS,3:G0N-
chr11,111597465,111598644,1180,-0.014010941,0.024,SIK2,ENSG00000170145.4_1,0,non-Island,CDS,3:G0N-
chr11,111597465,111598644,1180,-0.014010941,0.024,PPP2R1B,ENSG00000137713.15_1,0,non-Island,CDS,3:G0N-
chr10,79350158,79351221,1064,-0.013995695,0.024,KCNMA1,ENSG00000156113.21_2,0,non-Island,Intron,3:G0N-
chr16,652837,654280,1444,-0.013987161,0.024,RAB40C,ENSG00000197562.9_2,0,non-Island,Intron,3:G0N-
chr16,652837,654280,1444,-0.013987161,0.024,,ENSG00000196674.1,0,non-Island,Intron,3:G0N-
chr7,151282578,151283709,1132,-0.013962861,0.024,PRKAG2,ENSG00000106617.13_2,0,non-Island,Intron,3:G0N-
chr19,40873310,40874005,696,-0.014032251,0.024,PLD3,ENSG00000105223.19_2,0,non-Island,CDS,3:G0N-
chr12,120151088,120152091,1004,-0.014038079,0.024,CIT,ENSG00000122966.14_2,0,non-Island,CDS,3:G0N-
chr22,24164830,24166065,1236,-0.013980813,0.024,SMARCB1,ENSG00000099956.18_2,0,non-Island,Intron,3:G0N-
chr15,43231898,43233413,1516,-0.013988343,0.024,FDPSP4,ENSG00000254793.1_1,0,non-Island,Promoter,3:G0N-
chr22,40696778,40697276,499,-0.013907908,0.024,TNRC6B,ENSG00000100354.20_2,0,non-Island,CDS,3:G0N-
